"ID","Player","Team","Position","Status","Age","Opponent","FPts","FP/G","%D","ADP","Ros"
"*06fso*","Wataru Endo","LIV","M","FA","32","BOU Fri 3:00PM","8","0","0","-","0%"
"*06l4i*","Tyrique George","CHE","F","FA","19","CRY Sun 9:00AM","7.75","0","0","-","5%"
"*06clx*","Jordan Beyer","BUR","D","FA","25","@TOT Sat 10:00AM","6.25","0","0","-","0%"
"*045c8*","Gabriel Jesus","ARS","F","FA","28","@MUN Sun 11:30AM","6.25","0","0","-","2%"
"*0328q*","Tom Cairney","FUL","M","FA","34","@BHA Sat 10:00AM","6","0","2","1247.4","2%"
"*06uzv*","Dario Essugo","CHE","M","FA","20","CRY Sun 9:00AM","6","0","0","-","2%"
"*06jh3*","Joshua King","FUL","M","FA","18","@BHA Sat 10:00AM","6","0","0","-","2%"
"*03gu5*","Andrew Robertson","LIV","D","TMKT","31","BOU Fri 3:00PM","5.75","0","12","309.4","15%"
"*02oq6*","Luke Shaw","MUN","D","FA","30","ARS Sun 11:30AM","5.5","0","0","-","2%"
"*05uel*","Kristoffer Ajer","BRF","D","FA","27","@NOT Sun 9:00AM","5.25","0","0","-","0%"
"*03dxr*","Ashley Barnes","BUR","F","FA","35","@TOT Sat 10:00AM","4","0","0","-","0%"
"*05o4c*","Timothy Castagne","FUL","D","FA","29","@BHA Sat 10:00AM","3.75","0","0","-","0%"
"*06p4l*","Julian Araujo","BOU","D","FA","23","@LIV Fri 3:00PM","1.75","0","0","-","0%"
"*06v0u*","Ahmed Abdullahi","SUN","F","FA","21","WHU Sat 10:00AM","0","0","0","-","0%"
"*05ymb*","Tayo Adaramola","CRY","D","FA","21","@CHE Sun 9:00AM","0","0","0","-","0%"
"*06yb6*","Oluwaseun Adewumi","BUR","M","FA","20","@TOT Sat 10:00AM","0","0","0","-","0%"
"*06nvc*","Asher Agbinone","CRY","M","FA","19","@CHE Sun 9:00AM","0","0","0","-","2%"
"*0620k*","Nayef Aguerd","WHU","D","FA","29","@SUN Sat 10:00AM","0","0","0","-","0%"
"*06cly*","Enock Agyei","BUR","F","FA","20","@TOT Sat 10:00AM","0","0","0","-","2%"
"*068ys*","Naouirou Ahamada","CRY","M","FA","23","@CHE Sun 9:00AM","0","0","0","-","0%"
"*06r5r*","Matai Akinmboni","BOU","D","FA","18","@LIV Fri 3:00PM","0","0","0","-","2%"
"*060wh*","Alejandro Garnacho","MUN","M","FA","21","ARS Sun 11:30AM","0","0","61","161.3","42%"
"*06v0v*","Milan Aleksic","SUN","F","FA","19","WHU Sat 10:00AM","0","0","0","-","2%"
"*0687b*","Alex Moreno","AVL","D","FA","32","NEW Sat 7:30AM","0","0","0","-","0%"
"*06dn2*","Zeki Amdouni","BUR","F","FA","24","@TOT Sat 10:00AM","0","0","0","-","0%"
"*05uh0*","Joseph Anderson","SUN","D","FA","24","WHU Sat 10:00AM","0","0","0","-","0%"
"*068a0*","Andrey Santos","CHE","M","FA","21","CRY Sun 9:00AM","0","0","2","1173.4","10%"
"*05vyh*","Andy Moran","BHA","M","FA","21","FUL Sat 10:00AM","0","0","0","-","2%"
"*06r5m*","Aaron Anselmino","CHE","D","FA","20","CRY Sun 9:00AM","0","0","0","-","2%"
"*0649i*","Antony","MUN","M","FA","25","ARS Sun 11:30AM","0","0","0","-","0%"
"*06onv*","Harrison Armstrong","EVE","M","FA","18","@LEE Mon 3:00PM","0","0","0","-","2%"
"*06rm3*","Marco Asensio","AVL","M","Citeh","29","NEW Sat 7:30AM","0","0","100","-","0%"
"*05ogh*","Harrison Ashby","NEW","D","FA","23","@AVL Sat 7:30AM","0","0","0","-","0%"
"*04gyd*","Brandon Austin","TOT","G","FA","26","BUR Sat 10:00AM","0","0","0","-","0%"
"*06xzn*","Abdoullah Ba","SUN","M","FA","21","WHU Sat 10:00AM","0","0","0","-","0%"
"*06804*","Benoit Badiashile","CHE","D","FA","24","CRY Sun 9:00AM","0","0","0","-","0%"
"*062p0*","Stefan Bajcetic","LIV","M","FA","20","BOU Fri 3:00PM","0","0","0","-","2%"
"*05u40*","Ellery Balcombe","BRF","G","FA","25","@NOT Sun 9:00AM","0","0","0","-","0%"
"*06uzr*","Jaydon Banel","BUR","F","FA","20","@TOT Sat 10:00AM","0","0","0","-","0%"
"*06fx0*","Altay Bayindir","MUN","G","Fiji","27","ARS Sun 11:30AM","0","0","0","-","0%"
"*06y4h*","Ines Belloumou","WHU","D","FA","24","@SUN Sat 10:00AM","0","0","0","-","0%"
"*06fwn*","Steven Benda","FUL","G","FA","26","@BHA Sat 10:00AM","0","0","0","-","0%"
"*06xze*","Walter Benitez","CRY","G","FA","32","@CHE Sun 9:00AM","0","0","0","-","0%"
"*02lo6*","Daniel Bentley","WOL","G","FA","32","MCI Sat 12:30PM","0","0","0","-","0%"
"*02ls8*","Marcus Bettinelli","MCI","G","FA","33","@WOL Sat 12:30PM","0","0","0","-","2%"
"*06v51*","Jaka Bijol","LEE","D","FA","26","EVE Mon 3:00PM","0","0","2","1191.4","2%"
"*04f67*","Philip Billing","BOU","M","FA","29","@LIV Fri 3:00PM","0","0","0","-","0%"
"*06ymt*","Marco Bizot","AVL","G","FA","34","NEW Sat 7:30AM","0","0","0","-","0%"
"*04qr0*","Willy Boly","NOT","D","FA","34","BRF Sun 9:00AM","0","0","0","-","0%"
"*06cm7*","Josh Bowler","NOT","M","FA","26","BRF Sun 9:00AM","0","0","0","-","0%"
"*05gvx*","Armando Broja","CHE","F","FA","23","CRY Sun 9:00AM","0","0","0","-","0%"
"*051kl*","Emiliano Buendia","AVL","M","FA","28","NEW Sat 7:30AM","0","0","7","343.3","2%"
"*067yu*","Facundo Buonanotte","BHA","M","FA","20","FUL Sat 10:00AM","0","0","16","260.2","18%"
"*06uzw*","Alex Cairns","LEE","G","FA","32","EVE Mon 3:00PM","0","0","0","-","0%"
"*06mx2*","Carlos Miguel","NOT","G","FA","26","BRF Sun 9:00AM","0","0","0","-","0%"
"*066iy*","Kaelan Casey","WHU","D","FA","20","@SUN Sat 10:00AM","0","0","0","-","0%"
"*06rlf*","Eiran Cashin","BHA","D","FA","23","FUL Sat 10:00AM","0","0","0","-","0%"
"*06phw*","Federico Chiesa","LIV","F","FA","27","BOU Fri 3:00PM","0","0","0","-","2%"
"*03v6t*","Ben Chilwell","CHE","D","FA","28","CRY Sun 9:00AM","0","0","15","262.5","12%"
"*06ib6*","Tawanda Chirewa","WOL","M","FA","21","MCI Sat 12:30PM","0","0","0","-","0%"
"*05re5*","Carney Chukwuemeka","CHE","M","FA","21","CRY Sun 9:00AM","0","0","0","-","2%"
"*06c4r*","Darko Churlinov","BUR","F","FA","25","@TOT Sat 10:00AM","0","0","0","-","0%"
"*06crn*","Toby Collyer","MUN","M","FA","21","ARS Sun 11:30AM","0","0","0","-","2%"
"*06xzh*","Antonito Cordero","NEW","F","FA","18","@AVL Sat 7:30AM","0","0","0","-","2%"
"*05w90*","Maxwel Cornet","WHU","F","FA","28","@SUN Sat 10:00AM","0","0","0","-","0%"
"*05xtq*","Matthew Cox","BRF","G","FA","22","@NOT Sun 9:00AM","0","0","0","-","0%"
"*06xzf*","Charlie Crew","LEE","M","FA","19","EVE Mon 3:00PM","0","0","0","-","0%"
"*06mnd*","Eric da Silva Moreira","NOT","F","FA","19","BRF Sun 9:00AM","0","0","0","-","2%"
"*03pif*","Karl Darlow","LEE","G","FA","34","EVE Mon 3:00PM","0","0","0","-","0%"
"*06fuh*","Hannes Delcroix","BUR","D","FA","26","@TOT Sat 10:00AM","0","0","0","-","0%"
"*04u6i*","Leander Dendoncker","AVL","M","FA","30","NEW Sat 7:30AM","0","0","0","-","0%"
"*05tz8*","Emmanuel Dennis","NOT","F","FA","27","BRF Sun 9:00AM","0","0","0","-","0%"
"*056as*","William Dennis","BOU","G","FA","25","@LIV Fri 3:00PM","0","0","0","-","0%"
"*05nio*","Alfie Devine","TOT","M","FA","20","BUR Sat 10:00AM","0","0","0","-","0%"
"*04qr8*","Diogo Jota","LIV","F","TMKT","28","BOU Fri 3:00PM","0","0","100","-","0%"
"*06ew2*","Axel Disasi","CHE","D","FA","27","CRY Sun 9:00AM","0","0","0","-","0%"
"*066nn*","Ben Doak","LIV","F","FA","19","BOU Fri 3:00PM","0","0","0","-","2%"
"*05uog*","Lewis Dobbin","AVL","F","FA","22","NEW Sat 7:30AM","0","0","0","-","0%"
"*05ux0*","Owen Dodgson","BUR","D","FA","22","@TOT Sat 10:00AM","0","0","0","-","0%"
"*06xzb*","Romelle Donovan","BRF","M","FA","18","@NOT Sun 9:00AM","0","0","0","-","2%"
"*04mr4*","Martin Dubravka","NEW","G","FA","36","@AVL Sat 7:30AM","0","0","0","-","0%"
"*06dmn*","George Earthy","WHU","M","FA","20","@SUN Sat 10:00AM","0","0","0","-","2%"
"*062ck*","Malcolm Ebiowei","CRY","F","FA","21","@CHE Sun 9:00AM","0","0","0","-","0%"
"*06kyw*","Claudio Echeverri","MCI","M","FA","19","@WOL Sat 12:30PM","0","0","0","-","2%"
"*05w9q*","Odsonne Edouard","CRY","F","FA","27","@CHE Sun 9:00AM","0","0","0","-","0%"
"*06c4h*","Hjalmar Ekdal","BUR","D","FA","26","@TOT Sat 10:00AM","0","0","0","-","0%"
"*05yf8*","Pierre Ekwah","SUN","M","FA","23","WHU Sat 10:00AM","0","0","0","-","0%"
"*06phv*","Bilal El Khannouss","LEI","M","Haha","21","","0","0","-","-","0%"
"*061xs*","Julio Enciso","BHA","M","Deekay","21","FUL Sat 10:00AM","0","0","18","251.5","8%"
"*06muj*","Ethan Ennis","MUN","M","FA","20","ARS Sun 11:30AM","0","0","0","-","2%"
"*06pe1*","Mateus Goncalo Espanha Fernandes","SOU","M","Deekay","21","","0","0","-","-","0%"
"*06r9h*","Romain Esse","CRY","M","FA","20","@CHE Sun 9:00AM","0","0","24","164.1","38%"
"*05o8k*","Fabio Silva","WOL","F","FA","23","MCI Sat 12:30PM","0","0","0","-","0%"
"*061z3*","Fabio Vieira","ARS","M","FA","25","@MUN Sun 11:30AM","0","0","0","-","0%"
"*06jgk*","Romain Faivre","BOU","M","FA","27","@LIV Fri 3:00PM","0","0","0","-","0%"
"*05vyj*","Evan Ferguson","BHA","F","FA","20","FUL Sat 10:00AM","0","0","22","192","12%"
"*06clu*","Mark Flekken","BRF","G","KLPD","32","@NOT Sun 9:00AM","0","0","-","-","-"
"*05n0a*","Wes Foderingham","WHU","G","FA","34","@SUN Sat 10:00AM","0","0","0","-","0%"
"*06jgt*","Joe Gauci","AVL","G","FA","25","NEW Sat 7:30AM","0","0","0","-","0%"
"*05n3u*","Joe Gelhardt","LEE","F","FA","23","EVE Mon 3:00PM","0","0","0","-","0%"
"*05uh9*","Bryan Gil","TOT","F","FA","24","BUR Sat 10:00AM","0","0","0","-","0%"
"*066si*","Alfie Gilchrist","CHE","D","FA","21","CRY Sun 9:00AM","0","0","0","-","0%"
"*05n09*","Mark Gillespie","NEW","G","FA","33","@AVL Sat 7:30AM","0","0","0","-","0%"
"*06441*","Martial Godo","FUL","F","FA","22","@BHA Sat 10:00AM","0","0","0","-","0%"
"*06fwo*","Enso Gonzalez","WOL","F","FA","20","MCI Sat 12:30PM","0","0","0","-","0%"
"*02lm7*","Jack Grealish","MCI","M","FA","29","@WOL Sat 12:30PM","0","0","88","124.8","88%"
"*06uzk*","Etienne Green","BUR","G","FA","25","@TOT Sat 10:00AM","0","0","0","-","0%"
"*05r4r*","Sam Greenwood","LEE","F","FA","23","EVE Mon 3:00PM","0","0","0","-","0%"
"*06mnm*","Marc Guiu","CHE","F","FA","19","CRY Sun 9:00AM","0","0","0","-","2%"
"*06phr*","Gustavo Nunes","BRF","F","FA","19","@NOT Sun 9:00AM","0","0","0","-","2%"
"*062du*","Darko Gyabi","LEE","M","FA","21","EVE Mon 3:00PM","0","0","0","-","0%"
"*063dz*","Luke Harris","FUL","M","FA","20","@BHA Sat 10:00AM","0","0","0","-","2%"
"*035mq*","Isaac Hayden","NEW","M","FA","30","@AVL Sat 7:30AM","0","0","0","-","0%"
"*03dwz*","Tom Heaton","MUN","G","FA","39","ARS Sun 11:30AM","0","0","0","-","0%"
"*0645w*","Krisztian Hegyi","WHU","G","FA","22","@SUN Sat 10:00AM","0","0","0","-","0%"
"*05oz4*","Karl Hein","ARS","G","FA","23","@MUN Sun 11:30AM","0","0","0","-","0%"
"*05x12*","Leo Fuhr Hjelde","SUN","D","FA","21","WHU Sat 10:00AM","0","0","0","-","0%"
"*06mfw*","Vaclav Hladky","BUR","G","FA","34","@TOT Sat 10:00AM","0","0","0","-","0%"
"*062z5*","Joseph Hodge","WOL","M","FA","22","MCI Sat 12:30PM","0","0","0","-","0%"
"*04yjx*","Ki-Jana Hoever","WOL","D","FA","23","MCI Sat 12:30PM","0","0","0","-","0%"
"*044nm*","Rob Holding","CRY","D","FA","29","@CHE Sun 9:00AM","0","0","0","-","0%"
"*06nv2*","Dean Huijsen","BOU","D","PMSWJ","20","@LIV Fri 3:00PM","0","0","-","-","-"
"*06mnb*","Samuel Iling-Junior","AVL","F","FA","21","NEW Sat 7:30AM","0","0","0","-","2%"
"*06kyx*","Andy Irving","WHU","M","FA","25","@SUN Sat 10:00AM","0","0","0","-","0%"
"*06nva*","Mofe Jemide","CRY","D","FA","18","@CHE Sun 9:00AM","0","0","0","-","0%"
"*06873*","Joao Felix","CHE","F","FA","25","CRY Sun 9:00AM","0","0","0","-","0%"
"*06xzm*","Zak Johnson","SUN","D","FA","20","WHU Sat 10:00AM","0","0","0","-","0%"
"*02xtd*","Sam Johnstone","WOL","G","FA","32","MCI Sat 12:30PM","0","0","0","-","0%"
"*06v0q*","Harrison Jones","SUN","M","FA","20","WHU Sat 10:00AM","0","0","0","-","0%"
"*06nv3*","Filip Jorgensen","CHE","G","FA","23","CRY Sun 9:00AM","0","0","0","-","0%"
"*062cl*","Issa Kabore","MCI","D","FA","24","@WOL Sat 12:30PM","0","0","0","-","2%"
"*06492*","Sasa Kalajdzic","WOL","F","FA","28","MCI Sat 12:30PM","0","0","0","-","0%"
"*06pez*","Mohamadou Kante","WHU","M","FA","19","@SUN Sat 10:00AM","0","0","0","-","2%"
"*06dpv*","Omari Kellyman","CHE","M","FA","19","CRY Sun 9:00AM","0","0","0","-","2%"
"*06dpw*","Ji-Soo Kim","BRF","D","FA","20","@NOT Sun 9:00AM","0","0","0","-","2%"
"*06ygl*","George King","CRY","D","FA","18","@CHE Sun 9:00AM","0","0","0","-","0%"
"*06cmt*","Tom King","WOL","G","FA","30","MCI Sat 12:30PM","0","0","0","-","0%"
"*06r6s*","Antonin Kinsky","TOT","G","FA","22","BUR Sat 10:00AM","0","0","0","-","2%"
"*06ils*","Yunus Konak","BRF","M","FA","19","@NOT Sun 9:00AM","0","0","0","-","2%"
"*06do4*","Louie Koumas","LIV","F","FA","19","BOU Fri 3:00PM","0","0","0","-","2%"
"*06nvb*","Caleb Kporha","CRY","D","FA","19","@CHE Sun 9:00AM","0","0","0","-","2%"
"*06xza*","Eli Kroupi","BOU","F","FA","19","@LIV Fri 3:00PM","0","0","2","1153.2","8%"
"*03pig*","Jamaal Lascelles","NEW","D","FA","31","@AVL Sat 7:30AM","0","0","0","-","0%"
"*04io3*","Mario Lemina","WOL","M","TMKT","31","MCI Sat 12:30PM","0","0","-","-","-"
"*06yb8*","Diego Leon","MUN","D","FA","18","ARS Sun 11:30AM","0","0","0","-","3%"
"*06mgp*","Luis Guilherme","WHU","M","FA","19","@SUN Sat 10:00AM","0","0","0","-","2%"
"*05yf0*","Isaac Mabaya","LIV","D","FA","20","BOU Fri 3:00PM","0","0","0","-","2%"
"*04tsf*","Paris Maghoma","BRF","M","FA","24","@NOT Sun 9:00AM","0","0","0","-","0%"
"*062ft*","Tyrell Malacia","MUN","D","FA","25","ARS Sun 11:30AM","0","0","0","-","0%"
"*06xzg*","Giorgi Mamardashvili","LIV","G","FA","24","BOU Fri 3:00PM","0","0","0","-","0%"
"*06c4p*","Benson Manuel","BUR","F","FA","28","@TOT Sat 10:00AM","0","0","0","-","0%"
"*04e1k*","Solly March","BHA","M","FA","30","FUL Sat 10:00AM","0","0","0","-","2%"
"*05y6a*","Filip Marschall","AVL","G","FA","22","NEW Sat 7:30AM","0","0","0","-","0%"
"*06do1*","Zach Marsh","CRY","F","FA","19","@CHE Sun 9:00AM","0","0","0","-","2%"
"*06hcm*","Callum Marshall","WHU","F","FA","20","@SUN Sat 10:00AM","0","0","0","-","2%"
"*06xzo*","Jay Matete","SUN","M","FA","24","WHU Sat 10:00AM","0","0","0","-","0%"
"*06exa*","Matheus Franca","CRY","F","FA","21","@CHE Sun 9:00AM","0","0","0","-","2%"
"*05ubh*","Remi Matthews","CRY","G","FA","31","@CHE Sun 9:00AM","0","0","0","-","0%"
"*05uhs*","James Mcatee","MCI","M","PMSWJ","22","@WOL Sat 12:30PM","0","0","0","-","8%"
"*05rbn*","Thomas McGill","BHA","G","FA","25","FUL Sat 10:00AM","0","0","0","-","0%"
"*06jgu*","Callan McKenna","BOU","G","FA","18","@LIV Fri 3:00PM","0","0","0","-","2%"
"*04ylt*","Chris Mepham","BOU","D","FA","27","@LIV Fri 3:00PM","0","0","0","-","0%"
"*06phx*","Bastien Meupiyou","WOL","D","FA","19","MCI Sat 12:30PM","0","0","0","-","2%"
"*02lv9*","James Milner","BHA","M","FA","39","FUL Sat 10:00AM","0","0","0","-","0%"
"*033l8*","Simon Moore","SUN","G","FA","35","WHU Sat 10:00AM","0","0","0","-","0%"
"*06rkq*","Kieran Morrison","LIV","M","FA","18","BOU Fri 3:00PM","0","0","0","-","2%"
"*05uhk*","Tyler Morton","LIV","M","FA","22","BOU Fri 3:00PM","0","0","0","-","2%"
"*06xzj*","David Mota Veiga Teixeira do Carmo","NOT","D","FA","26","BRF Sun 9:00AM","0","0","0","-","0%"
"*068a1*","Mykhailo Mudryk","CHE","M","FA","24","CRY Sun 9:00AM","0","0","0","-","0%"
"*06ewy*","Alex Murphy","NEW","D","FA","21","@AVL Sat 7:30AM","0","0","0","-","2%"
"*06rrr*","Hindolo Mustapha","CRY","M","FA","18","@CHE Sun 9:00AM","0","0","0","-","2%"
"*06kud*","Amara Nallo","LIV","D","FA","18","BOU Fri 3:00PM","0","0","0","-","2%"
"*04ge8*","Reiss Nelson","ARS","F","FA","25","@MUN Sun 11:30AM","0","0","80","117.2","78%"
"*06r2g*","Rio Ngumoha","LIV","F","Haha","16","BOU Fri 3:00PM","0","0","0","-","2%"
"*06v0e*","Blondy Nna Noukeu","SUN","G","FA","24","WHU Sat 10:00AM","0","0","0","-","0%"
"*06hze*","Treymaurice Nyoni","LIV","M","FA","18","BOU Fri 3:00PM","0","0","0","-","2%"
"*06ys4*","Sverre Nypan","MCI","M","FA","18","@WOL Sat 12:30PM","0","0","0","-","0%"
"*04mmx*","Michael Obafemi","BUR","F","FA","25","@TOT Sat 10:00AM","0","0","0","-","0%"
"*06roj*","Chido Obi-Martin","MUN","F","FA","17","ARS Sun 11:30AM","0","0","0","-","8%"
"*04mlb*","Lewis OBrien","NOT","M","FA","26","BRF Sun 9:00AM","0","0","0","-","0%"
"*05ue7*","Frank Onyeka","BRF","M","FA","27","@NOT Sun 9:00AM","0","0","0","-","0%"
"*066iz*","Lewis Orford","WHU","M","FA","19","@SUN Sat 10:00AM","0","0","0","-","2%"
"*062ow*","David Ozoh","CRY","M","FA","20","@CHE Sun 9:00AM","0","0","0","-","0%"
"*05os9*","Thomas Partey","ARS","M","Fiji","32","@MUN Sun 11:30AM","0","0","0","-","0%"
"*06mex*","Alex Paulsen","BOU","G","FA","23","@LIV Fri 3:00PM","0","0","0","-","0%"
"*05nuf*","Myles Peart-Harris","BRF","M","FA","22","@NOT Sun 9:00AM","0","0","0","-","0%"
"*06v04*","Armin Pecsi","LIV","G","FA","20","BOU Fri 3:00PM","0","0","0","-","0%"
"*06xzk*","Timothee Pembele","SUN","D","FA","22","WHU Sat 10:00AM","0","0","0","-","2%"
"*06uzt*","Mike Penders","CHE","G","FA","19","CRY Sun 9:00AM","0","0","0","-","2%"
"*06fuw*","Djordje Petrovic","BOU","G","FA","25","@LIV Fri 3:00PM","0","0","9","325.3","18%"
"*06exk*","Ashley Phillips","TOT","D","FA","20","BUR Sat 10:00AM","0","0","0","-","2%"
"*05n03*","Kalvin Phillips","MCI","M","FA","29","@WOL Sat 12:30PM","0","0","0","-","0%"
"*06yjz*","Tommy Pilling","LIV","M","FA","20","BOU Fri 3:00PM","0","0","0","-","0%"
"*05y5b*","Freddie Potts","WHU","M","FA","21","@SUN Sat 10:00AM","0","0","0","-","0%"
"*04ym3*","Ian Poveda-Ocampo","SUN","F","FA","25","WHU Sat 10:00AM","0","0","0","-","0%"
"*05y7i*","Jarell Quansah","LIV","D","ThatGuy","22","BOU Fri 3:00PM","0","0","0","-","0%"
"*05rjn*","Jesurun Rak-Sakyi","CRY","M","FA","22","@CHE Sun 9:00AM","0","0","0","-","0%"
"*05afj*","Largie Ramazani","LEE","F","FA","24","EVE Mon 3:00PM","0","0","2","1151.4","2%"
"*061z5*","Calvin Ramsay","LIV","D","FA","21","BOU Fri 3:00PM","0","0","0","-","0%"
"*03ybi*","Marcus Rashford","MUN","F","Fiji","27","ARS Sun 11:30AM","0","0","36","166.9","40%"
"*037mt*","Harrison Reed","FUL","M","FA","30","@BHA Sat 10:00AM","0","0","0","-","0%"
"*062op*","Omar Richards","NOT","D","FA","27","BRF Sun 9:00AM","0","0","0","-","0%"
"*062oi*","Kaden Rodney","CRY","M","FA","20","@CHE Sun 9:00AM","0","0","0","-","0%"
"*02m3v*","John Ruddy","NEW","G","FA","38","@AVL Sat 7:30AM","0","0","0","-","0%"
"*062ct*","Carl Rushworth","BHA","G","FA","24","FUL Sat 10:00AM","0","0","0","-","0%"
"*06xzq*","Nazariy Rusyn","SUN","F","FA","26","WHU Sat 10:00AM","0","0","0","-","0%"
"*05ue3*","Albert Sambi Lokonga","ARS","M","FA","25","@MUN Sun 11:30AM","0","0","0","-","0%"
"*06uzm*","Shurandy Sambo","BUR","D","FA","23","@TOT Sat 10:00AM","0","0","0","-","0%"
"*04gw7*","Jadon Sancho","MUN","M","FA","25","ARS Sun 11:30AM","0","0","0","-","2%"
"*05x9k*","Jeremy Sarmiento","BHA","M","FA","23","FUL Sat 10:00AM","0","0","0","-","2%"
"*05nip*","Dane Scarlett","TOT","F","FA","21","BUR Sat 10:00AM","0","0","0","-","0%"
"*05uds*","Kjell Scherpen","BHA","G","FA","25","FUL Sat 10:00AM","0","0","0","-","0%"
"*06uzx*","Isaac Schmidt","LEE","D","FA","25","EVE Mon 3:00PM","0","0","0","-","0%"
"*06v0f*","Jenson Seelt","SUN","D","FA","22","WHU Sat 10:00AM","0","0","0","-","0%"
"*06r9g*","Zain Silcott-Duberry","BOU","F","FA","20","@LIV Fri 3:00PM","0","0","0","-","2%"
"*06xzp*","Luis Hemir Silva Semedo","SUN","F","FA","21","WHU Sat 10:00AM","0","0","0","-","0%"
"*062cj*","Abdallah Sima","BHA","F","FA","24","FUL Sat 10:00AM","0","0","0","-","0%"
"*063c2*","Gabriel Slonina","CHE","G","FA","21","CRY Sun 9:00AM","0","0","0","-","0%"
"*06r7f*","Julio Soler","BOU","D","FA","20","@LIV Fri 3:00PM","0","0","0","-","2%"
"*06329*","Manor Solomon","TOT","F","FA","25","BUR Sat 10:00AM","0","0","25","157.3","28%"
"*06uzl*","Oliver Sonne","BUR","D","FA","24","@TOT Sat 10:00AM","0","0","0","-","0%"
"*06mmk*","Marko Stamenic","NOT","M","FA","23","BRF Sun 9:00AM","0","0","0","-","0%"
"*04rha*","Jason Steele","BHA","G","FA","34","FUL Sat 10:00AM","0","0","0","-","0%"
"*062cw*","Stefan Ortega","MCI","G","FA","32","@WOL Sat 12:30PM","0","0","0","-","0%"
"*06nl8*","Luca Stephenson","LIV","M","FA","21","BOU Fri 3:00PM","0","0","0","-","0%"
"*02lkp*","Raheem Sterling","CHE","F","KLPD","30","CRY Sun 9:00AM","0","0","12","279.1","12%"
"*06ya6*","Kota Takai","TOT","D","FA","20","BUR Sat 10:00AM","0","0","0","-","0%"
"*0372y*","Matt Targett","NEW","D","FA","29","@AVL Sat 7:30AM","0","0","0","-","0%"
"*064a1*","Boubacar Traore","WOL","M","FA","23","MCI Sat 12:30PM","0","0","0","-","0%"
"*068yr*","Hamed Traore","BOU","M","FA","25","@LIV Fri 3:00PM","0","0","0","-","0%"
"*04vy4*","Mark Travers","EVE","G","FA","26","@LEE Mon 3:00PM","0","0","0","-","0%"
"*06fy5*","Mike Tresor","BUR","F","FA","26","@TOT Sat 10:00AM","0","0","0","-","0%"
"*0643w*","Ryan Trevitt","BRF","M","FA","22","@NOT Sun 9:00AM","0","0","0","-","0%"
"*06xzl*","Nectarios Triantis","SUN","D","FA","22","WHU Sat 10:00AM","0","0","0","-","0%"
"*062ds*","Matt Turner","NOT","G","FA","31","BRF Sun 9:00AM","0","0","0","-","0%"
"*05rc7*","Harry Tyrer","EVE","G","FA","23","@LEE Mon 3:00PM","0","0","0","-","0%"
"*06eo0*","Lesley Ugochukwu","CHE","M","FA","21","CRY Sun 9:00AM","0","0","0","-","0%"
"*06kk4*","Franco Umeh-Chibueze","CRY","F","FA","20","@CHE Sun 9:00AM","0","0","0","-","2%"
"*06jfe*","Hakon Valdimarsson","BRF","G","FA","23","@NOT Sun 9:00AM","0","0","0","-","0%"
"*06r9x*","Vitor Reis","MCI","D","FA","19","@WOL Sat 12:30PM","0","0","0","-","2%"
"*06fxg*","Odysseas Vlachodimos","NEW","G","FA","31","@AVL Sat 7:30AM","0","0","0","-","0%"
"*06v0y*","Luka Vuskovic","TOT","D","FA","18","BUR Sat 10:00AM","0","0","0","-","2%"
"*06v6m*","Max Weiss","BUR","G","FA","21","@TOT Sat 10:00AM","0","0","0","-","0%"
"*06l4c*","Ethan Wheatley","MUN","F","FA","19","ARS Sun 11:30AM","0","0","0","-","2%"
"*05wqy*","Joe White","NEW","M","FA","22","@AVL Sat 7:30AM","0","0","0","-","0%"
"*062pa*","Joseph Whitworth","CRY","G","FA","21","@CHE Sun 9:00AM","0","0","0","-","0%"
"*06nbq*","Caleb Wiley","CHE","D","FA","20","CRY Sun 9:00AM","0","0","0","-","2%"
"*05oji*","Rhys Williams","LIV","D","FA","24","BOU Fri 3:00PM","0","0","0","-","0%"
"*05wwd*","Joshua Wilson-Esbrand","MCI","D","FA","22","@WOL Sat 12:30PM","0","0","0","-","0%"
"*03m5i*","Freddie Woodman","LIV","G","FA","28","BOU Fri 3:00PM","0","0","0","-","0%"
"*06msb*","Malick Yalcouye","BHA","M","FA","19","FUL Sat 10:00AM","0","0","0","-","2%"
"*06r5d*","Min-Hyeok Yang","TOT","F","FA","19","BUR Sat 10:00AM","0","0","0","-","2%"
"*06few*","Youssef Chermiti","EVE","F","FA","21","@LEE Mon 3:00PM","0","0","0","-","2%"
"*03r93*","Joseph Gomez","LIV","D","FA","28","BOU Fri 3:00PM","-2","0","0","-","2%"
"*068sd*","Jakub Kiwior","ARS","D","FA","25","@MUN Sun 11:30AM","-2","0","2","1220.4","2%"
"*0327r*","Michael Keane","EVE","D","FA","32","@LEE Mon 3:00PM","-2.5","0","0","-","0%"
"*06uzu*","Mamadou Sarr","CHE","D","FA","19","CRY Sun 9:00AM","-2.5","0","0","-","2%"
"*04mup*","Trevoh Chalobah","CHE","D","FA","26","CRY Sun 9:00AM","-4.25","0","10","313.5","18%"
"*06r9w*","Abdukodir Khusanov","MCI","D","ThatGuy","21","@WOL Sat 12:30PM","-4.25","0","2","1171.4","8%"
"*056ir*","Adam Webster","BHA","D","FA","30","FUL Sat 10:00AM","-4.5","0","0","-","0%"
